Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,50MA,200MA
2024-09-30 00:00:00+05:30,1660.6156838915376,1664.4822162554492,1632.1621978957544,1639.8951416015625,1313437,0.0,0.0,,
2024-10-01 00:00:00+05:30,1645.7445306655425,1652.7340362678387,1637.3671445658413,1650.5528564453125,945740,0.0,0.0,,
2024-10-03 00:00:00+05:30,1646.9838085052104,1663.5899657918694,1626.2632656565575,1642.32421875,1533472,0.0,0.0,,
2024-10-04 00:00:00+05:30,1630.972458164096,1642.175466302259,1563.7547724011686,1609.3597412109375,2371220,0.0,0.0,,
2024-10-07 00:00:00+05:30,1609.0622655134634,1630.7246014455168,1598.2063485449614,1610.6981201171875,1553239,0.0,0.0,,
2024-10-08 00:00:00+05:30,1610.6981335430098,1639.0028841357923,1609.9049552370118,1626.6102294921875,1239808,0.0,0.0,,
2024-10-09 00:00:00+05:30,1616.4978631339377,1687.4334663463221,1616.4978631339377,1666.0684814453125,1671718,0.0,0.0,,
2024-10-10 00:00:00+05:30,1679.402858872577,1679.4524778976129,1600.2386089564811,1604.9974365234375,2288313,0.0,0.0,,
2024-10-11 00:00:00+05:30,1588.3417088949304,1599.9413060554607,1560.235192850057,1582.0462646484375,1894245,0.0,0.0,,
2024-10-14 00:00:00+05:30,1586.2597600122556,1592.158615085995,1557.55842088834,1584.7230224609375,2301224,0.0,0.0,,
2024-10-15 00:00:00+05:30,1588.1434250914635,1591.1671600646885,1554.5345231231113,1558.2523193359375,2206500,0.0,0.0,,
2024-10-16 00:00:00+05:30,1547.9912445028006,1559.491603387588,1537.0857088147754,1548.7843017578125,2519123,0.0,0.0,,
2024-10-17 00:00:00+05:30,1548.7842741663333,1565.142577406949,1538.8206529875288,1545.3143310546875,1498368,0.0,0.0,,
2024-10-18 00:00:00+05:30,1535.7473657804583,1548.6357264698042,1523.1563561861178,1538.37451171875,1879293,0.0,0.0,,
2024-10-21 00:00:00+05:30,1538.6719493437245,1547.8425134748002,1504.121253551588,1510.66455078125,1297970,0.0,0.0,,
2024-10-22 00:00:00+05:30,1509.9210292717396,1513.5892066070599,1488.605663461272,1497.379638671875,1757792,0.0,0.0,,
2024-10-23 00:00:00+05:30,1491.8277337945208,1501.097415063438,1469.5705749438573,1472.8421630859375,1925211,0.0,0.0,,
2024-10-24 00:00:00+05:30,1483.1529186034888,1495.0498671484365,1469.3227643287946,1479.4847412109375,1178365,0.0,0.0,,
2024-10-25 00:00:00+05:30,1479.4847178404548,1493.8105780782253,1466.100650938808,1476.1138916015625,1175088,0.0,0.0,,
2024-10-28 00:00:00+05:30,1483.9460110418008,1500.2050762947292,1459.0614649576974,1490.241455078125,928896,0.0,0.0,,
2024-10-29 00:00:00+05:30,1497.0326096385602,1504.12123196145,1437.5478701827233,1464.861328125,3475282,0.0,0.0,,
2024-10-30 00:00:00+05:30,1427.6337751189847,1427.6337751189847,1390.9515183971773,1406.070556640625,5064434,0.0,0.0,,
2024-10-31 00:00:00+05:30,1546.6528429555992,1552.502078843881,1505.0135253882358,1538.424072265625,17447689,0.0,0.0,,
2024-11-01 00:00:00+05:30,1551.6594926615794,1559.9377618351264,1538.4241615850676,1546.1572265625,538362,0.0,0.0,,
2024-11-04 00:00:00+05:30,1570.3971201697736,1589.1843352882524,1549.577461379644,1570.991943359375,4190449,0.0,0.0,,
2024-11-05 00:00:00+05:30,1570.0005083856736,1596.1241985243812,1564.101653555711,1587.4493408203125,2238168,0.0,0.0,,
2024-11-06 00:00:00+05:30,1596.3720518192627,1598.5036124883836,1567.4228608002568,1580.36083984375,2074821,0.0,0.0,,
2024-11-07 00:00:00+05:30,1586.2597847352438,1588.2426094661628,1545.1657905957534,1562.6146240234375,1512145,0.0,0.0,,
2024-11-08 00:00:00+05:30,1561.573502380613,1584.0290153648707,1555.228439403978,1578.9232177734375,1718495,0.0,0.0,,
2024-11-11 00:00:00+05:30,1576.4446945488455,1586.0118475727993,1531.2363172846935,1539.465087890625,1725382,0.0,0.0,,
2024-11-12 00:00:00+05:30,1537.730217095786,1543.5794533075723,1508.8800200823093,1512.0526123046875,2782808,0.0,0.0,,
2024-11-13 00:00:00+05:30,1503.476828977106,1512.7961292727616,1488.3081716112606,1492.67041015625,1552443,0.0,0.0,,
2024-11-14 00:00:00+05:30,1484.1442216280839,1503.9724677420195,1477.4521885646307,1486.87060546875,1469143,0.0,0.0,,
2024-11-18 00:00:00+05:30,1484.6400414951588,1492.2243704190537,1448.3047535039118,1452.6669921875,1760344,0.0,0.0,,
2024-11-19 00:00:00+05:30,1452.4190427192575,1473.0899653003137,1444.3390081406833,1458.912841796875,1116002,0.0,0.0,,
2024-11-21 00:00:00+05:30,1457.376150484583,1465.406566293054,1441.3648168717948,1452.914794921875,1363706,0.0,0.0,,
2024-11-22 00:00:00+05:30,1453.4105433602947,1483.3016507040659,1447.5116881313165,1473.7344970703125,704859,0.0,0.0,,
2024-11-25 00:00:00+05:30,1483.053783073441,1494.554142319055,1474.725894991439,1490.3902587890625,2453548,0.0,0.0,,
2024-11-26 00:00:00+05:30,1501.9896463894354,1501.9896463894354,1477.2539577174366,1479.881103515625,873585,0.0,0.0,,
2024-11-27 00:00:00+05:30,1474.329214178862,1489.101281723934,1455.888969515045,1478.344482421875,1676606,0.0,0.0,,
2024-11-28 00:00:00+05:30,1472.3464574474742,1492.0755874258134,1461.242687531251,1479.9307861328125,4358321,0.0,0.0,,
2024-11-29 00:00:00+05:30,1477.204390934089,1534.40883471112,1477.204390934089,1520.7274169921875,3256635,0.0,0.0,,
2024-12-02 00:00:00+05:30,1518.843687328345,1535.2019907493095,1491.3816142365004,1494.7523193359375,5328936,0.0,0.0,,
2024-12-03 00:00:00+05:30,1504.0221432185774,1536.0943083072736,1495.5455192779016,1520.7274169921875,1951182,0.0,0.0,,
2024-12-04 00:00:00+05:30,1516.860875465831,1523.552908739945,1479.4350597476382,1487.961181640625,2971135,0.0,0.0,,
2024-12-05 00:00:00+05:30,1494.0584029349345,1494.0584029349345,1457.4752632240293,1485.383544921875,4084059,0.0,0.0,,
2024-12-06 00:00:00+05:30,1500.2547554251842,1500.2547554251842,1463.3246449744404,1464.712646484375,3768932,0.0,0.0,,
2024-12-09 00:00:00+05:30,1467.290301650783,1471.9995103891893,1454.6994130116407,1456.384765625,2144057,0.0,0.0,,
2024-12-10 00:00:00+05:30,1464.2664663368537,1466.2989101248068,1439.8282479857223,1442.7032470703125,3397465,0.0,0.0,,
2024-12-11 00:00:00+05:30,1443.595495594267,1455.2942097084672,1435.5650797805606,1441.6126708984375,2448702,0.0,0.0,1525.6676049804687,
2024-12-12 00:00:00+05:30,1447.4620227812218,1448.8004052417193,1426.2457744072858,1432.9874267578125,2651833,0.0,0.0,1521.5294506835937,
2024-12-13 00:00:00+05:30,1432.6899140409937,1437.0521524369951,1411.572904317596,1434.87109375,1318852,0.0,0.0,1517.2158154296876,
2024-12-16 00:00:00+05:30,1435.5650212688638,1445.0330572143514,1423.767190605139,1436.0111083984375,2076469,0.0,0.0,1513.0895532226561,
2024-12-17 00:00:00+05:30,1457.3761962508001,1470.264557170025,1435.5651239259582,1438.390625,3500888,0.0,0.0,1509.6701708984374,
2024-12-18 00:00:00+05:30,1442.5050155858517,1470.214943249638,1440.7204248897212,1459.755615234375,2499842,0.0,0.0,1506.6513208007811,
2024-12-19 00:00:00+05:30,1437.5478886224203,1497.0822478669336,1437.4487715931248,1493.6123046875,3426222,0.0,0.0,1503.9913623046875,
2024-12-20 00:00:00+05:30,1493.6122947338426,1493.6617927371535,1456.4343323448154,1459.4085693359375,2196991,0.0,0.0,1499.8581640625,
2024-12-23 00:00:00+05:30,1461.2922047971256,1478.1958340038977,1446.272404307456,1463.374267578125,760728,0.0,0.0,1497.0257006835936,
2024-12-24 00:00:00+05:30,1463.3246353151999,1474.824994423572,1448.7509221121272,1463.0767822265625,909994,0.0,0.0,1494.6463110351563,
2024-12-26 00:00:00+05:30,1463.076804381051,1482.1118734678334,1453.6583868702126,1477.749755859375,1254464,0.0,0.0,1492.506845703125,
2024-12-27 00:00:00+05:30,1475.8164424214863,1499.7590755665155,1471.2559696848186,1493.661865234375,1446303,0.0,0.0,1491.2150366210938,
2024-12-30 00:00:00+05:30,1496.0411799145797,1513.5891294411551,1482.2605245631844,1508.334716796875,1501086,0.0,0.0,1490.406044921875,
2024-12-31 00:00:00+05:30,1504.8648537833894,1522.759774367294,1501.5931445684619,1515.8695068359375,1664122,0.0,0.0,1489.8171484375,
2025-01-01 00:00:00+05:30,1518.7941289745038,1534.55760983245,1505.6579150965517,1515.9686279296875,1578715,0.0,0.0,1489.3690307617187,
2025-01-02 00:00:00+05:30,1521.7188781103164,1530.1953813006726,1514.1345492395628,1524.693115234375,1448048,0.0,0.0,1489.6496020507811,
2025-01-03 00:00:00+05:30,1525.783542135158,1525.783542135158,1492.1746406868433,1498.2718505859375,1581838,0.0,0.0,1489.6674462890626,
2025-01-06 00:00:00+05:30,1487.1185292565638,1496.2890935203125,1466.7945760233906,1478.5924072265625,981443,0.0,0.0,1489.782451171875,
2025-01-07 00:00:00+05:30,1477.2043586468208,1497.0326050716103,1475.171914979475,1484.59033203125,1045516,0.0,0.0,1489.8845629882812,
2025-01-08 00:00:00+05:30,1491.9765016418107,1500.0069176442269,1474.7755212056807,1482.0623779296875,1277871,0.0,0.0,1490.0035327148437,
2025-01-09 00:00:00+05:30,1477.3035074599745,1486.5236906546863,1468.2816793469854,1475.4197998046875,995821,0.0,0.0,1489.707099609375,
2025-01-10 00:00:00+05:30,1470.3636475787223,1484.8382438368862,1452.5678441174548,1456.1865234375,930723,0.0,0.0,1489.533603515625,
2025-01-13 00:00:00+05:30,1447.462001033764,1451.3780313263858,1424.0150752372733,1426.840576171875,873093,0.0,0.0,1489.94900390625,
2025-01-14 00:00:00+05:30,1423.6681653778492,1439.481144293399,1422.1314277933209,1435.3172607421875,1028726,0.0,0.0,1487.8868676757813,
2025-01-15 00:00:00+05:30,1442.4552960096587,1442.5049150341,1417.5708711643317,1434.7718505859375,1126634,0.0,0.0,1485.65916015625,
2025-01-16 00:00:00+05:30,1439.2829118391035,1441.811061797895,1418.562369048554,1431.103759765625,1080833,0.0,0.0,1482.861396484375,
2025-01-17 00:00:00+05:30,1431.1037088959572,1437.2009189747696,1421.6852916915848,1429.9140625,658778,0.0,0.0,1479.7106909179688,
2025-01-20 00:00:00+05:30,1429.9140132969403,1437.1017524950537,1416.6290642298184,1433.036865234375,738447,0.0,0.0,1476.7642114257812,
2025-01-21 00:00:00+05:30,1438.0435939756762,1452.2208387952726,1412.762579396993,1415.73681640625,820225,0.0,0.0,1473.8266552734376,
2025-01-22 00:00:00+05:30,1418.810169633311,1428.57555693705,1408.0037509681222,1427.0389404296875,808605,0.0,0.0,1470.7889697265625,
2025-01-23 00:00:00+05:30,1420.2477436424383,1445.6773724070042,1420.2477436424383,1438.68798828125,1070838,0.0,0.0,1468.773427734375,
2025-01-24 00:00:00+05:30,1432.838702883165,1438.5393239117611,1395.9085927413919,1399.2794189453125,1615412,0.0,0.0,1466.5179638671875,
2025-01-27 00:00:00+05:30,1396.0076656308504,1402.7493178255224,1372.3128869437674,1384.1107177734375,1448841,0.0,0.0,1464.3467700195313,
2025-01-28 00:00:00+05:30,1383.069877148607,1460.3504230914484,1354.3684163829878,1408.400390625,5627159,0.0,0.0,1462.7773657226562,
2025-01-29 00:00:00+05:30,1427.6337741335233,1442.5049592807475,1398.4862270405608,1411.7215576171875,3775947,0.0,0.0,1461.95845703125,
2025-01-30 00:00:00+05:30,1418.7110304260755,1457.177876864602,1413.7539688243073,1444.933837890625,1773294,0.0,0.0,1461.678876953125,
2025-01-31 00:00:00+05:30,1447.4620110411167,1478.1957934673324,1439.6298293797108,1466.6954345703125,2083385,0.0,0.0,1461.9544897460937,
2025-02-01 00:00:00+05:30,1466.6954380409943,1473.7344414411878,1414.9932603746622,1427.1380615234375,1306859,0.0,0.0,1461.0225610351563,
2025-02-03 00:00:00+05:30,1422.6766898000592,1426.9398112166275,1394.0744683593525,1408.350830078125,1757831,0.0,0.0,1459.3817724609376,
2025-02-04 00:00:00+05:30,1413.6548595550134,1450.6840857190418,1411.2754457687038,1436.6060791015625,1750660,0.0,0.0,1458.5162719726563,
2025-02-05 00:00:00+05:30,1445.3304609307672,1445.4791969867122,1417.0257111338453,1424.4613037109375,2516488,0.0,0.0,1457.4386083984375,
2025-02-06 00:00:00+05:30,1431.549822444702,1462.6306966100467,1425.799703395492,1458.86328125,2918537,0.0,0.0,1457.0172583007814,
2025-02-07 00:00:00+05:30,1460.846076943308,1469.1243457436399,1442.504948729225,1459.6068115234375,1445335,0.0,0.0,1455.7948461914064,
2025-02-10 00:00:00+05:30,1463.5228796822096,1464.9108811927554,1419.2564145574956,1446.3218994140625,1282801,0.0,0.0,1454.8262377929686,
2025-02-11 00:00:00+05:30,1452.4191107259999,1455.3933478128108,1431.0046279053645,1440.6708984375,1938792,0.0,0.0,1453.225107421875,
2025-02-12 00:00:00+05:30,1440.6709122238406,1449.7423596298254,1422.8254895322052,1436.7547607421875,1791670,0.0,0.0,1452.2009790039062,
2025-02-13 00:00:00+05:30,1436.754704771022,1480.178613371158,1434.6727630758403,1459.5076904296875,1879916,0.0,0.0,1451.6834619140625,
