Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,50MA,200MA,RSI,EMA_fast,EMA_slow,MACD,MACD_signal,Return
2025-08-07 00:00:00+05:30,1430.0,1442.0,1414.199951171875,1436.9000244140625,9892020,0.0,0.0,1574.8680029296875,1686.8019793701171,10.69554244670205,1492.9088781490757,1531.1337194810585,-38.224841331982816,-26.52521675084192,0.00013925889120014467
2025-08-08 00:00:00+05:30,1425.0,1433.199951171875,1417.0999755859375,1423.0999755859375,10048009,0.0,0.0,1572.0760034179686,1684.8851062011718,10.059528814402086,1482.169046985516,1523.1312199332717,-40.96217294775579,-29.412607990224696,-0.00960404244808355
2025-08-11 00:00:00+05:30,1419.9000244140625,1433.4000244140625,1414.0,1428.199951171875,6625368,0.0,0.0,1569.5640014648438,1682.9993395996094,13.126665846557586,1473.8661091680326,1516.0992740990941,-42.23316493106154,-31.976719378392065,0.003583708575244371
2025-08-12 00:00:00+05:30,1428.199951171875,1441.0,1421.0,1424.0999755859375,9899184,0.0,0.0,1567.1860009765626,1680.9867956542969,11.237180281780539,1466.2097809246334,1509.2845112462678,-43.07473032163443,-34.19632156704054,-0.002870729397920324
2025-08-13 00:00:00+05:30,1425.0,1434.0,1422.4000244140625,1426.5999755859375,10318063,0.0,0.0,1564.6940014648437,1679.0357470703125,13.925570144112612,1460.11596471868,1503.159730826984,-43.043766108304,-35.96581047529323,0.00175549472850145
2025-08-14 00:00:00+05:30,1426.199951171875,1470.0,1426.199951171875,1447.699951171875,12902347,0.0,0.0,1562.5619995117188,1677.1965356445312,28.589460155032086,1458.2058087884025,1499.0515990006797,-40.84579021227728,-36.94180642269004,0.014790393906512822
2025-08-18 00:00:00+05:30,1464.699951171875,1464.699951171875,1429.5999755859375,1435.800048828125,7254561,0.0,0.0,1560.0019995117189,1675.281737060547,26.46717070773498,1454.7587687945136,1494.3662989878978,-39.607530193384264,-37.47495117682889,-0.008219867890523425
2025-08-19 00:00:00+05:30,1432.699951171875,1449.4000244140625,1432.699951171875,1440.0,3986094,0.0,0.0,1557.3439990234374,1673.412837524414,28.612904734173014,1452.488188979973,1490.3391657295351,-37.85097674956205,-37.55015629137552,0.002925164388525303
2025-08-20 00:00:00+05:30,1440.699951171875,1499.0,1440.699951171875,1496.199951171875,10413061,0.0,0.0,1555.347998046875,1672.0083569335939,44.89246106273387,1459.213075471035,1490.7732979845232,-31.56022251348827,-36.352169535798076,0.03902774386935759
2025-08-21 00:00:00+05:30,1508.0,1508.0,1484.300048828125,1496.4000244140625,6565539,0.0,0.0,1552.6539990234376,1670.8260150146484,47.04780362126632,1464.934144539193,1491.1900925348596,-26.255947995666475,-34.33292522777176,0.00013372092548924464
2025-08-22 00:00:00+05:30,1498.0999755859375,1504.300048828125,1486.0999755859375,1487.5,5543397,0.0,0.0,1550.2319995117186,1669.5814233398437,54.893390384010864,1468.4058146100865,1490.9167523470921,-22.510937737005634,-31.968527729618536,-0.005947623809714586
2025-08-25 00:00:00+05:30,1506.699951171875,1539.0,1506.699951171875,1532.0999755859375,10694531,0.0,0.0,1548.8339990234374,1668.546025390625,61.91135304755952,1478.2049162986789,1493.9673614758956,-15.762445177216705,-28.727311219138173,0.02998317686449581
2025-08-26 00:00:00+05:30,1523.0,1538.4000244140625,1518.5999755859375,1529.5999755859375,15994798,0.0,0.0,1546.9499975585939,1667.544722290039,67.42079392950365,1486.1118484967187,1496.6068143729358,-10.494965876217066,-25.080842150553952,-0.0016317473009840322
2025-08-27 00:00:00+05:30,1529.5999755859375,1529.5999755859375,1529.5999755859375,1529.5999755859375,0,0.0,0.0,1544.7439965820313,1666.2007403564453,76.49745100647118,1492.8023295873677,1499.0507522405655,-6.248422653197849,-21.314358251082734,0.0
2025-08-28 00:00:00+05:30,1529.5999755859375,1529.5999755859375,1498.0,1500.0999755859375,5443364,0.0,0.0,1542.0879956054687,1664.8110754394531,65.44476940865661,1493.9250443563785,1499.1284724883708,-5.203428131992268,-18.09217222726464,-0.01928608817393551
2025-08-29 00:00:00+05:30,1501.9000244140625,1501.9000244140625,1467.699951171875,1469.5999755859375,8169075,0.0,0.0,1539.1119946289064,1663.1362774658203,60.5061095886784,1490.182726084003,1496.9411764215238,-6.758450337520799,-15.825427849315874,-0.0203319781990442
2025-09-01 00:00:00+05:30,1476.699951171875,1503.4000244140625,1476.199951171875,1499.4000244140625,4546057,0.0,0.0,1536.6419946289063,1661.4618212890625,64.47156678316281,1491.6007719809352,1497.12331330986,-5.522541328924717,-13.764850545237643,0.020277660127371533
2025-09-02 00:00:00+05:30,1499.4000244140625,1512.800048828125,1486.300048828125,1498.699951171875,5218763,0.0,0.0,1534.9359936523438,1659.740968017578,65.37509956581005,1492.692953394926,1497.2401012996388,-4.547147904712801,-11.921310017132676,-0.0004669022480915386
2025-09-03 00:00:00+05:30,1500.0,1501.9000244140625,1473.0,1479.0999755859375,4623483,0.0,0.0,1532.8859936523438,1657.9240869140624,60.10781861203631,1490.601726039697,1495.896388283809,-5.294662244112033,-10.595980462528548,-0.013077985070068077
2025-09-04 00:00:00+05:30,1484.0,1484.0,1460.0999755859375,1463.0,5787724,0.0,0.0,1529.8479931640625,1656.045689086914,53.003543730128214,1486.3553066489744,1493.4596187813047,-7.1043121323302785,-9.897646796488894,-0.010884981307338282
2025-09-05 00:00:00+05:30,1470.0,1472.699951171875,1433.0,1444.5999755859375,5466487,0.0,0.0,1526.4199926757813,1654.3371075439454,51.684518432284875,1479.9314095623533,1489.8403859520183,-9.908976389664986,-9.899912715124113,-0.012576913475093932
2025-09-08 00:00:00+05:30,1451.0,1458.0,1428.300048828125,1432.9000244140625,3811567,0.0,0.0,1522.9179931640624,1652.504448852539,48.67882887037064,1472.6958118472317,1485.6225813936512,-12.926769546419564,-10.505284081383204,-0.008099094122668404
2025-09-09 00:00:00+05:30,1481.0,1507.199951171875,1472.5,1504.300048828125,13072640,0.0,0.0,1520.9679931640626,1650.982935180664,51.42657511039639,1477.5580021519845,1487.0060974999085,-9.448095347923982,-10.29384633469136,0.049829034264452066
2025-09-10 00:00:00+05:30,1510.0999755859375,1534.9000244140625,1509.300048828125,1532.5999755859375,7281071,0.0,0.0,1519.4839916992187,1649.2666528320312,55.80127422626202,1486.0259980649003,1490.3834218025772,-4.3574237376769815,-9.106561815288485,0.01881268752191989
2025-09-11 00:00:00+05:30,1523.9000244140625,1527.5,1506.5,1509.699951171875,8003662,0.0,0.0,1517.4679907226562,1647.497749633789,53.40490048648389,1489.6681446967425,1491.8142758299327,-2.146131133190238,-7.714475678868836,-0.014941944916387895
2025-09-12 00:00:00+05:30,1537.0,1542.9000244140625,1521.0999755859375,1525.5999755859375,12856963,0.0,0.0,1515.6059912109374,1645.638486328125,48.90682829928531,1495.1961186796955,1494.3169202563035,0.8791984233919266,-5.995740858416684,0.010531910265825006
2025-09-15 00:00:00+05:30,1525.5999755859375,1527.5,1501.199951171875,1508.4000244140625,6167414,0.0,0.0,1512.9599926757812,1643.6914978027344,46.60257192758414,1497.227488792675,1495.3601131568782,1.8673756357968614,-4.423117559573975,-0.011274220927585565
2025-09-16 00:00:00+05:30,1508.4000244140625,1514.0,1503.5,1511.300048828125,8923112,0.0,0.0,1510.6459936523438,1642.0935522460939,47.09432751047521,1499.3924980288982,1496.540849132526,2.851648896372126,-2.968164268384755,0.001922583112652143
2025-09-17 00:00:00+05:30,1516.9000244140625,1526.699951171875,1514.0,1522.4000244140625,4795698,0.0,0.0,1508.3199951171875,1640.545189819336,53.760547863090224,1502.9321174727697,1498.456343597825,4.475773874944707,-1.4793766397188628,0.007344653759883357
2025-09-18 00:00:00+05:30,1550.0,1555.0,1538.5,1540.5999755859375,9331945,0.0,0.0,1506.4579956054688,1638.979599609375,62.491205524004734,1508.7271725671033,1501.578094115463,7.149078451640207,0.24631437855295116,0.011954775932744521
2025-09-19 00:00:00+05:30,1544.5999755859375,1551.300048828125,1520.0999755859375,1540.199951171875,12988129,0.0,0.0,1504.9459936523438,1637.351362915039,58.006267363764366,1513.569138506299,1504.438972415938,9.130166090360945,2.0230847209145497,-0.000259654952876609
2025-09-22 00:00:00+05:30,1482.699951171875,1514.699951171875,1482.0,1499.5,15655204,0.0,0.0,1503.0379931640625,1635.5336785888671,50.135693581780544,1511.4046556591761,1504.07312260735,7.331533051826227,3.0847743870968856,-0.02642510872754411
2025-09-23 00:00:00+05:30,1493.0,1513.0,1493.0,1497.5,9832164,0.0,0.0,1501.5819921875,1633.481157836914,53.31890976875764,1509.2654778654567,1503.5862246364352,5.6792532290214695,3.6036701554818023,-0.0013337779259753324
2025-09-24 00:00:00+05:30,1487.199951171875,1496.699951171875,1482.699951171875,1494.5999755859375,4937004,0.0,0.0,1499.7619921875,1631.475523071289,55.984846628291564,1507.0092467455306,1502.9205765586205,4.088670186910122,3.700670161767466,-0.0019365772381051416
2025-09-25 00:00:00+05:30,1489.0,1502.699951171875,1476.5,1484.800048828125,9491867,0.0,0.0,1497.2999926757811,1629.4147253417968,57.8700289403437,1503.5924470659297,1501.5783152452505,2.0141318206792675,3.3633624935498267,-0.006556889413818268
2025-09-26 00:00:00+05:30,1475.0,1478.699951171875,1441.199951171875,1448.9000244140625,8597058,0.0,0.0,1494.6079931640625,1627.0516546630859,52.861231828060646,1495.1782281964117,1497.6762196281254,-2.4979914317136718,2.1910917084971273,-0.024178356164789028
2025-09-29 00:00:00+05:30,1460.0,1465.0,1436.5,1441.800048828125,10513117,0.0,0.0,1491.7219946289063,1624.5268603515624,35.485356085037665,1486.9662006012907,1493.5372440133106,-6.57104341201989,0.4386646843937239,-0.004900252237078129
2025-09-30 00:00:00+05:30,1443.0,1452.199951171875,1438.0999755859375,1441.800048828125,7556305,0.0,0.0,1488.8719946289064,1621.9387078857421,25.72192886886441,1480.0175618669575,1489.7048591847783,-9.687297317820821,-1.5865277160491853,0.0
2025-10-01 00:00:00+05:30,1446.0,1446.0,1427.4000244140625,1433.199951171875,1140714,0.0,0.0,1486.1179931640625,1619.244935913086,27.851759806270763,1472.8148525292524,1485.5193104430818,-12.704457913829401,-3.8101137556052285,-0.005964833794561253
